,Unnamed: 0,id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome,Food and Dining,Income,Entertainment,Transfer,Shopping,Bills and Utilities,Auto and Transport,Home,Taxes,Health and Fitness,Fees and Charges,Mortgage and Rent,Travel,spending
2532,2532,5dba4b92-8613-4933-8afd-9df56b0bbf31,85,Group,North York,43.71805846,-79.32598,unemployed,38049.2,143,30,8,62,4,35,22,11,5,6,2,0,0,20341.78387
2533,2533,00649043-f8c8-4b3a-ac2f-d7cb6f1e1c53,19,With Parent,Toronto,43.68231138,-79.41848892,unemployed,0,109,0,0,30,14,0,0,0,1,0,0,0,0,123.37
2534,2534,659408c8-cef1-4d56-b45e-9478219c32b5,25,Group,Toronto,43.67261907,-79.38594697,parttime,15631.44,155,16,6,44,13,18,25,8,0,0,0,0,0,12768.32
2535,2535,fc4d335f-51c8-4bf6-bb66-435c8890eebf,60,Group,North York,43.70902549,-79.42528551,fulltime,94817.5,136,16,8,44,8,30,14,9,0,13,0,7,0,83659.2
2536,2536,731c77a2-5aa5-4dc8-a999-d25c9dd62ca8,27,With Parent,Etobicoke,43.63022578,-79.57636352,parttime,15608.01,121,15,0,46,12,0,0,0,0,0,0,0,0,18397.85
2537,2537,48bc680e-f19e-4612-b9c4-49f5b8260b4f,26,With Parent,Scarborough,43.72703293,-79.26435435,parttime,10488.06,120,15,0,44,14,0,0,0,1,0,0,0,0,11824.06
2538,2538,545c3ca7-c78e-4b46-8f12-208981e6dbad,21,With Parent,Toronto,43.70632038,-79.39055671,parttime,19368.69,113,15,0,45,11,0,0,0,0,0,0,0,0,22956.53
2539,2539,3ab359d5-9f3f-4849-8a8a-86253a9975d3,91,Group,Toronto,43.67689172,-79.46086724,unemployed,24623.2,32,16,5,75,1,33,20,12,5,19,4,0,0,23560.33465
2540,2540,25313b90-d95a-41c7-9960-51a05fb3d8f0,57,Group,North York,43.78303542,-79.44334849,unemployed,0,112,0,0,0,6,0,0,0,0,0,6,0,0,2640.490683
2541,2541,97eec729-0a36-46b9-93c5-6a817135e74c,24,With Parent,Toronto,43.68043673,-79.32600002,parttime,15149.97,121,15,0,45,12,0,0,0,0,0,0,0,0,17918.69
2542,2542,809e9c65-8ef6-4d34-8956-15e0e62f87cb,24,With Parent,North York,43.76660552,-79.39055449,parttime,14738.13,116,15,0,44,15,0,0,0,2,0,0,0,0,16766.84
2543,2543,99aa3137-0131-4581-988e-5dd5e7578214,25,Group,Toronto,43.68085255,-79.3180434,parttime,18876,156,15,6,92,138,34,14,9,6,0,5,0,0,12236.87904
2544,2544,4977c34b-4a0d-4164-b50e-c5b1764e2ef4,36,Group,Etobicoke,43.65188637,-79.51674266,fulltime,144370,143,15,8,59,9,35,20,10,5,0,0,0,0,143720.57
2545,2545,7905608d-fc47-4adc-8261-83443b627f51,25,With Parent,Etobicoke,43.63460451,-79.50908364,fulltime,21165.87,116,15,0,45,13,0,0,0,1,0,0,0,0,24536.28
2546,2546,b7a38704-c657-4ff2-aa11-d620205b0a29,41,With Parent,North York,43.73761465,-79.4080965,fulltime,97298,109,16,0,44,9,0,0,0,0,0,0,0,0,113071.05
2547,2547,cdb473fe-3005-4010-846b-363c7691d6ca,85,Group,Scarborough,43.74883412,-79.30216937,unemployed,23551.5,145,30,5,44,4,18,16,8,1,7,0,0,0,22149.93
2548,2548,18c95e37-97b1-46b6-95db-aac17ee5ef41,27,With Parent,North York,43.74694787,-79.4310656,fulltime,41413.35,152,15,4,73,151,26,12,8,1,0,0,7,0,42804.38
2549,2549,00da7538-a67e-4910-a837-2893d4ed4761,27,Group,North York,43.79523159,-79.41352388,parttime,13315.83,154,15,5,53,11,40,19,9,0,0,5,7,0,8865.110903
2550,2550,3010061d-6e54-4942-b9dd-597f4ba9e20c,22,With Parent,Etobicoke,43.75270427,-79.60474722,parttime,11374.44,113,16,0,45,14,0,0,0,0,0,0,0,0,13578.24
2551,2551,75bde6e7-522b-4df2-beac-695cc95cbfe4,60,Group,Toronto,43.66637057,-79.32494084,fulltime,89774.75,147,16,7,58,8,27,24,10,5,0,0,0,0,76254.91
2552,2552,6eda8f8f-a2bb-481f-859c-fd4e4d72adb2,17,With Parent,Scarborough,43.70417862,-79.25807298,unemployed,0,88,0,0,31,12,0,0,0,0,0,0,0,0,102.17
2553,2553,f24cda23-a1f5-4f77-8830-16d97bceb9f0,21,Group,Scarborough,43.77804852,-79.31631984,unemployed,0,112,1,0,1,14,0,0,0,0,0,6,0,0,1333.210042
2554,2554,74a3f15e-5ad3-4102-ba0a-710b2e9017b6,17,With Parent,Toronto,43.68177612,-79.45914682,unemployed,0,98,0,0,31,12,0,0,0,0,0,0,0,0,117.04
2555,2555,80ba57fb-9777-460c-b38f-6eaba8fa9f0c,28,Group,Toronto,43.64835166,-79.37292323,fulltime,33878.79,146,15,5,45,13,18,25,8,0,0,0,7,0,34584.96
2556,2556,76f03822-9b1a-4caf-ad73-15cff5dd032a,30,Group,Etobicoke,43.6690031,-79.5642236,fulltime,46697.64,156,15,7,45,13,18,17,9,1,0,0,0,0,48334.07
2557,2557,4bc2e9c2-d5b1-43ed-8875-c6204b5ddc74,53,Group,Scarborough,43.77146438,-79.20337077,fulltime,43627.55,149,16,6,58,7,33,12,8,6,0,0,0,0,28306.53
2558,2558,dc698730-6342-4278-8a8d-db531f200898,23,With Parent,East York,43.6941687,-79.32519698,parttime,15465.45,123,15,0,43,11,0,0,0,2,0,0,0,0,17793.5
2559,2559,7a393067-7ec5-4aeb-bc24-143b49e7b95d,66,Group,Scarborough,43.79071243,-79.1808906,fulltime,44970.15,141,16,6,58,6,27,25,9,5,0,0,0,0,30928.84
2560,2560,d436db46-ec51-4adb-b636-1ea1c9985054,46,Group,Scarborough,43.8081537,-79.30525583,fulltime,35218.7,143,16,6,59,14,33,18,9,5,11,1,0,0,18771.60728
2561,2561,c8500bd2-cc79-41b5-85f0-9715b87c30a3,27,With Parent,Toronto,43.70577455,-79.42473634,parttime,12143.67,117,16,0,43,14,0,0,0,1,0,0,0,0,14258.67
2562,2562,bbb3d1b0-750f-4520-8279-d8363ae81b67,49,Group,East York,43.6941687,-79.32519698,fulltime,61484.5,141,16,7,58,10,33,24,11,5,13,0,0,0,44737.87
2563,2563,1ebcff17-18ef-4d15-8372-cb9cef428b4e,45,With Parent,Etobicoke,43.65979038,-79.55423999,fulltime,57651,112,17,0,43,5,0,0,0,0,0,0,0,0,66903.01
2564,2564,cccf97bc-b680-46e2-b998-ed97c5b1fa72,24,With Parent,North York,43.78168405,-79.4056292,parttime,15584.58,119,17,0,43,11,0,0,0,0,0,0,0,0,17840.52
2565,2565,382a71c9-e6b6-4341-a354-7a960db43098,26,With Parent,Etobicoke,43.72141401,-79.58287686,parttime,15371.73,116,15,0,44,12,0,0,0,1,0,0,0,0,17908.47
2566,2566,db5ad3f5-f119-46ac-a422-5ae0f60e5a1c,51,Group,North York,43.74588907,-79.5158122,fulltime,56095.85,148,17,7,44,7,33,20,9,0,0,0,7,0,40442.36
2567,2567,fe6acb41-e180-4ceb-a675-d127514154b7,17,With Parent,Etobicoke,43.65955088,-79.58647281,unemployed,0,97,1,0,30,8,0,0,0,0,0,0,0,0,127.46
2568,2568,7e6806d3-3cfa-4bf8-8ab6-b7dc969e9335,92,Group,York,43.70293025,-79.4510511,unemployed,24154.2,33,17,7,58,0,34,16,9,5,17,0,0,0,14609.67
2569,2569,659a146f-a894-4f70-9491-1e616dad6646,36,Group,Toronto,43.73371883,-79.403395,fulltime,151166,152,15,7,45,15,12,14,9,0,0,0,0,0,166788.44
2570,2570,f7934dbf-0702-444c-a58f-baece9c38189,41,With Parent,Toronto,43.66963521,-79.39723448,fulltime,66924,109,15,0,44,8,0,0,0,1,0,0,0,0,77951.82
2571,2571,5fb0a797-6f03-4bbc-8ed0-faef717c4ce2,19,With Parent,Etobicoke,43.60921052,-79.54621079,unemployed,0,112,1,0,29,12,0,0,0,1,0,0,0,0,324.05
2572,2572,73814f62-74aa-4d38-b6a3-b257e816c214,42,Group,North York,43.72826498,-79.49532287,fulltime,78392.6,151,16,7,59,10,28,13,11,5,0,0,0,0,62607.93
2573,2573,62950c57-c6f4-47ec-ac65-01a45e07d0cd,29,Group,Scarborough,43.77458096,-79.14972302,fulltime,29643.57,151,15,6,74,13,34,17,9,5,0,2,0,0,14930.26602
2574,2574,c5eb7c78-580e-413a-b5d7-ff8dcd766cfd,30,Group,Toronto,43.73030833,-79.40273221,fulltime,56148.84,147,15,6,45,12,19,14,8,0,0,0,0,0,59311.55
2575,2575,2cd31b98-a128-410c-9868-a9cf7c34ca8c,24,Group,Toronto,43.67789275,-79.4345946,unemployed,31823.88,153,16,6,44,19,25,17,9,0,0,0,0,0,11249.47
2576,2576,fbef3278-71c6-4d5c-8a02-951c5495d723,34,Group,Scarborough,43.75836953,-79.22343125,fulltime,45339,154,15,6,45,11,25,21,9,0,0,0,7,0,46990.54
2577,2577,12687458-74e7-4ca5-b699-8bfbb9a30c61,46,Group,East York,43.70017755,-79.31028419,parttime,27480.2,150,16,6,52,9,33,23,8,1,0,0,7,0,13760.48
2578,2578,14a6dd1f-ecfd-4724-9034-14f84d8c608e,35,With Parent,Toronto,43.64721438,-79.37410505,unemployed,0,116,0,0,31,10,0,0,0,0,0,6,0,0,3089.784729
2579,2579,8a4b562a-a0d9-4f57-9273-5f2a1245febe,26,With Parent,Toronto,43.69836893,-79.39281148,parttime,11301.18,123,16,0,45,12,0,0,0,0,0,0,0,0,13788.96
2580,2580,8ffc2baf-0f18-412b-9be7-467f4214859f,89,Group,North York,43.76473963,-79.51654252,unemployed,15672.3,37,16,6,88,136,42,17,9,5,6,5,0,0,11031.95403
2581,2581,32f2aa4c-c769-4a65-9026-1b5d0e566c69,32,Group,East York,43.69915447,-79.29781003,fulltime,91038,152,16,7,45,14,34,14,11,0,14,0,7,0,77497.08
2582,2582,2561d6c1-98a0-4a4d-9d8f-1fd072d2a39a,22,With Parent,Toronto,43.66583051,-79.4631406,fulltime,24976.38,142,16,4,73,151,19,20,10,0,0,0,0,0,23768.23
2583,2583,1e81eea9-f053-482c-83dd-cfcf3a8b717a,70,Group,Scarborough,43.80045914,-79.15140214,fulltime,44835.25,143,15,7,59,142,34,16,11,5,14,0,0,0,29510.8
2584,2584,13f4591c-17f7-4a8c-8c65-6a8e4ac87e53,31,With Parent,Etobicoke,43.641466,-79.5861245,fulltime,32868.66,152,16,6,82,151,40,17,8,3,0,2,0,0,18856.35084
2585,2585,cae47e3e-611d-45da-9742-3b9af221e9bf,28,With Parent,Toronto,43.67241254,-79.41328698,fulltime,21327.24,122,16,0,43,13,0,0,0,1,0,0,0,0,25197.42
2586,2586,f9918133-b356-40da-bec8-8b4f7cdab0f7,55,Group,Scarborough,43.7470833,-79.28543908,fulltime,83067.95,146,15,6,58,131,32,24,10,6,0,7,0,0,81289.2
2587,2587,605fcea5-051d-4049-a973-feefed01214f,17,With Parent,East York,43.69915447,-79.29781003,unemployed,0,102,1,0,30,2,0,0,0,1,0,0,0,0,54.92
2588,2588,ce6e711d-792e-40e0-a6d2-74b429f5fd25,49,With Parent,Toronto,43.65046594,-79.39227779,fulltime,44326.7,111,16,0,43,8,0,0,0,1,0,0,0,0,50703.55
2589,2589,44734afe-b619-424c-bda1-a9872dbfb333,20,With Parent,Toronto,43.66536278,-79.34485339,unemployed,0,113,1,0,29,13,0,0,0,1,0,0,0,0,125.68
2590,2590,e7ee0c1d-d4d7-4d47-8fab-311eaf5b06f7,26,With Parent,North York,43.76034738,-79.41094858,parttime,11652.3,117,15,0,45,12,0,0,0,0,0,0,0,0,14008.92
2591,2591,e0c95268-6985-472f-8ae6-c3cd00a3847b,21,Group,Scarborough,43.67458455,-79.28116952,fulltime,42716.52,141,16,6,58,14,27,15,10,5,0,0,0,0,25920.34
2592,2592,20f7c7b6-0b32-4f59-9856-7a30926c26a3,85,Group,North York,43.80381945,-79.34811464,unemployed,51699.9,146,31,6,58,4,33,23,9,5,6,0,0,0,38065.32
2593,2593,d3993d69-0532-4eba-9493-9a00a3d7793e,75,Group,North York,43.74898467,-79.33686965,unemployed,39579.4,143,30,7,58,6,33,16,9,6,11,0,0,0,23145.66
2594,2594,5f062ba7-8ef7-4ad0-a8bd-c65aba07c915,74,Group,Toronto,43.70706454,-79.42825933,unemployed,36851.5,142,32,8,58,132,33,18,13,5,0,1,0,0,18920.65888
2595,2595,54e09199-e58e-4560-b71a-462049c488fa,16,With Parent,Toronto,43.6979651,-79.39213284,unemployed,0,102,1,0,30,8,0,0,0,0,0,0,0,0,101.82
2596,2596,89f4a64e-3c23-4db7-a52d-c5887c9b24eb,48,With Parent,Toronto,43.67689172,-79.46086724,fulltime,48194.3,116,17,0,44,9,0,0,0,0,0,0,0,0,55079.97
2597,2597,b5a01b40-5163-463f-ab2c-74d567615ef9,24,With Parent,North York,43.75871782,-79.38267841,parttime,18559.2,119,15,0,45,14,0,0,0,0,0,0,0,0,21101.91
2598,2598,0e101b53-61c3-4033-a10c-1ccd444de10c,22,With Parent,Scarborough,43.74686884,-79.21725281,parttime,7792.95,116,15,0,45,12,0,0,0,0,0,0,0,0,9083.41
2599,2599,fe33d928-48f1-476d-a692-ae97996eea72,27,Group,North York,43.7440104,-79.48808423,parttime,19606.62,148,15,7,44,11,19,24,7,1,0,0,0,0,17546.72
2600,2600,6bc465e4-fea5-4c5a-b9f0-9f4fb8692de0,65,With Parent,Etobicoke,43.59892823,-79.49987202,fulltime,39506.7,113,16,0,43,6,0,0,0,1,0,0,0,0,46322.03
2601,2601,fefb4678-6b1f-410f-a5a9-a29f829ce5cd,44,Group,Scarborough,43.68277894,-79.28351816,fulltime,76099.1,136,16,6,58,141,35,18,7,5,0,0,0,0,57042.48
2602,2602,ca2c953a-3f69-464e-9d3e-08d95528d70f,17,With Parent,Scarborough,43.75638513,-79.21948353,unemployed,0,97,2,0,29,5,0,0,0,0,0,0,0,0,67.04
2603,2603,6c7d7dd5-ee6c-4d9c-8c3f-4ae7fc9a11de,69,Group,York,43.68526699,-79.46311772,fulltime,38788.5,143,16,7,58,7,29,14,9,5,0,1,0,0,19621.84675
2604,2604,afee03a0-8dc1-4629-bee2-338ad2a9b0d0,27,With Parent,Etobicoke,43.73651048,-79.57685176,parttime,9238.68,118,15,0,45,13,0,0,0,0,0,0,0,0,10877.28
2605,2605,80fdf626-c556-4c06-860a-9005936e5168,52,Group,North York,43.7740897,-79.41607313,fulltime,42891.55,145,17,6,44,8,27,14,8,0,0,0,7,0,24118
2606,2606,a42df7c5-b8e8-42ba-a688-073ce61cb9a6,31,With Parent,Etobicoke,43.74741432,-79.60145803,unemployed,0,121,0,0,33,14,0,0,0,0,0,6,0,0,3768.207575
2607,2607,cc91aa31-afb6-4bbb-9167-3f5864a1ac85,24,With Parent,Scarborough,43.79071243,-79.1808906,parttime,14117.07,123,15,0,44,14,0,0,0,1,0,0,0,0,16618.53
2608,2608,c1493d32-7915-4f14-a109-fd3db9a08b4a,83,Group,Etobicoke,43.64711149,-79.52646973,unemployed,27599.6,139,31,6,43,136,25,28,6,1,4,0,7,0,25180.27
2609,2609,9c016c1e-eff9-4973-b55e-3c83e52f21b1,33,With Parent,York,43.65605818,-79.4884659,fulltime,183667,152,17,7,86,15,33,21,11,5,0,0,0,0,183094.83
2610,2610,22e89394-9411-4902-be83-653d2903f268,16,With Parent,Scarborough,43.80026959,-79.21412348,unemployed,0,93,0,0,30,9,0,0,0,1,0,0,0,0,155.97
2611,2611,a41b52ab-d82a-49c3-a0c5-46dc9a49c31c,66,Group,North York,43.71063671,-79.50747861,fulltime,39494.35,153,15,7,44,7,27,12,9,1,0,0,7,0,19844.34
2612,2612,bcacf391-a682-48b9-8c3f-23506e1cbfd8,29,Group,Scarborough,43.81166509,-79.28385791,fulltime,25661.13,151,16,7,65,146,40,17,7,0,0,0,7,0,12547.39
2613,2613,096be332-c209-4cb6-af8d-50de7be92af2,19,With Parent,Toronto,43.66947229,-79.38748773,unemployed,0,120,1,0,30,11,0,0,0,1,0,0,0,0,194.31
2614,2614,4f774112-ab09-4f45-bd56-d6350d4d66bf,28,Group,Toronto,43.64022841,-79.39554359,fulltime,28322.58,140,15,7,70,13,34,13,8,6,0,2,0,0,14140.98773
2615,2615,5c3f2a87-86c8-4d37-80de-99fc5d87b6ae,26,Group,Toronto,43.6709242,-79.32042577,parttime,19539.3,151,16,7,88,14,34,14,8,5,0,5,0,0,11706.409
2616,2616,e38b54a9-a04a-4044-ac55-3cdbf163caa0,24,Group,Scarborough,43.83124708,-79.25446235,parttime,12599.4,151,16,4,44,150,19,16,9,1,0,0,0,0,7240.18
2617,2617,ff348650-1499-491f-a05b-84963a90758d,41,Group,Scarborough,43.7712016,-79.24221945,fulltime,104446.1,143,16,4,59,9,33,19,12,5,0,0,0,0,99354.82
2618,2618,53d40700-b53b-4542-b6e8-5debb98c8b0c,18,With Parent,Scarborough,43.82398464,-79.28307457,unemployed,0,111,0,0,29,7,0,0,0,2,0,0,0,0,125.93
2619,2619,503df0f0-6081-4f4f-bd46-1e5974915c11,59,Group,Scarborough,43.76570141,-79.18564335,parttime,29425.05,143,15,7,58,5,34,18,9,6,12,1,0,0,15636.92098
2620,2620,e7b4fc19-ea89-4816-a281-8dcd9a7306fc,23,With Parent,Toronto,43.68860053,-79.30228941,parttime,15866.4,111,16,0,44,15,0,0,0,0,0,0,0,0,18585.61
2621,2621,11711e05-0cbc-459d-9c7f-aa6feaff646f,15,With Parent,Etobicoke,43.65728529,-79.54978606,unemployed,0,100,0,0,32,8,0,0,0,0,0,0,0,0,164.05
2622,2622,be3bc207-277f-4d9c-b622-443121ea4893,25,With Parent,North York,43.76149687,-79.49468246,unemployed,0,120,1,0,31,14,0,0,0,1,0,6,0,0,2708.570474
2623,2623,89c66fbc-232f-40ed-9d7d-2da97b42401a,16,With Parent,Scarborough,43.77266127,-79.15999785,unemployed,0,93,1,0,30,11,0,0,0,1,0,0,0,0,67.81
2624,2624,a9c4c22f-f8ea-4128-8cd6-e3df5e0c0826,33,Group,Toronto,43.68159949,-79.33402441,fulltime,109391,150,15,8,59,14,25,17,10,5,0,7,0,0,111892.79
2625,2625,284eeb60-e187-4633-84b5-53ba1fdec7e6,22,With Parent,Etobicoke,43.67878143,-79.54601211,fulltime,27651.03,114,16,0,44,11,0,0,0,0,0,0,0,0,32683.12
2626,2626,4498ff60-f4dc-4787-908c-5a9aa244cca0,17,With Parent,Toronto,43.66750562,-79.43106499,unemployed,0,99,1,0,30,8,0,0,0,0,0,0,0,0,122.81
2627,2627,ed6c0f94-bdfe-41db-bdcb-a16acc0da750,19,With Parent,Toronto,43.64835166,-79.37292323,unemployed,0,107,1,0,30,11,0,0,0,0,0,0,0,0,92.51
2628,2628,0d211b38-a237-473c-a949-57bc3e1f9f40,28,With Parent,Toronto,43.70954388,-79.39240245,parttime,17029.32,117,16,0,43,13,0,0,0,1,0,0,0,0,20173.35
2629,2629,d38fc95f-6fdc-40b5-8a24-752f3aa09ae3,53,Group,Toronto,43.65539807,-79.46729632,fulltime,51169.25,146,15,5,45,7,18,20,8,0,0,0,0,0,53446.76
2630,2630,28836271-a751-483b-97dd-c868120cf342,37,Group,Etobicoke,43.62800965,-79.51601277,unemployed,112615,145,16,6,44,10,34,18,11,0,0,0,7,0,102597.04
2631,2631,635efa5c-fe2e-4b40-9d09-82ac42fc6661,20,With Parent,Toronto,43.65497087,-79.39254005,parttime,11685.96,113,15,0,33,12,0,0,0,0,0,0,0,0,14208.35
2632,2632,c344399a-c8ef-4cb9-a962-2bda8b837997,64,Group,North York,43.73761465,-79.4080965,fulltime,88548.55,146,16,7,58,16,34,21,10,5,14,0,0,0,80524.51
2633,2633,782ca653-ac58-488b-8c12-772504d0dafd,19,With Parent,North York,43.78008779,-79.32950115,unemployed,0,112,1,0,31,10,0,0,0,0,0,0,0,0,97.85
2634,2634,2edc8d1a-5e89-49ae-aa83-da7388f6841c,42,Group,Scarborough,43.78791806,-79.20889054,fulltime,40233.6,149,15,6,59,8,33,12,8,5,0,0,0,0,25182.23
2635,2635,5d43ab2b-c460-44e9-8635-6c2d30c32803,28,With Parent,Scarborough,43.80283808,-79.26306256,parttime,9372.66,124,16,0,44,13,0,0,0,0,0,0,0,0,11099.29
2636,2636,ee9d3db6-9420-4af1-b8ab-fa5f871382c7,45,Group,York,43.68215716,-79.48926087,fulltime,41552.5,152,16,6,44,15,20,24,9,0,0,0,0,0,40013.6
2637,2637,cd83abd5-23d2-44c2-a981-1a681aab7968,16,With Parent,Toronto,43.65697635,-79.4089558,unemployed,0,99,1,0,31,6,0,0,0,0,0,0,0,0,135.92
2638,2638,16745ca7-3b32-4cb1-9f90-1f0abd262ebf,95,Group,Scarborough,43.75997451,-79.18037046,unemployed,30122.4,31,16,6,75,137,34,20,9,6,7,5,0,0,36198.75278
2639,2639,5406c55a-08d8-4a76-9ed7-fa8a79aa9545,46,Group,North York,43.70944389,-79.49073608,parttime,22693,151,16,7,45,10,19,19,8,0,0,0,7,0,20314.72
2640,2640,39017b0f-2ed0-4341-b5a2-81b939e31678,37,Group,Toronto,43.66259225,-79.41442406,fulltime,100397,143,15,7,59,11,33,25,11,6,0,0,0,0,84734.21
2641,2641,88f4799b-0663-4cd5-9e4a-16a7f30ed988,69,Group,Etobicoke,43.68405275,-79.5656947,fulltime,43831.1,148,15,5,45,7,25,20,8,0,0,0,7,0,45946.93
2642,2642,383b3586-d098-42f9-b902-03833159f06b,23,With Parent,Toronto,43.71371083,-79.40750048,parttime,14566.86,118,15,0,46,12,0,0,0,0,0,0,0,0,17402.07
2643,2643,4c030659-76d5-4ac5-beb3-1cdbe6f50944,94,Group,Toronto,43.64502163,-79.42065871,unemployed,38944.5,33,17,7,58,2,34,18,9,5,7,0,0,0,27268.55
2644,2644,84cfa48e-0be8-4ebd-8b74-ea34bd4121ff,22,With Parent,York,43.6963388,-79.45984917,unemployed,0,112,2,0,34,14,0,0,0,0,0,5,0,0,1038.226803
2645,2645,b58461d4-f09c-44f6-bd4d-3b7dd4616db5,20,With Parent,Toronto,43.67804442,-79.44630149,unemployed,0,104,0,0,30,10,0,0,0,1,0,0,0,0,131.16
2646,2646,7c0f394c-70df-49a6-af91-358f877e13fc,30,With Parent,North York,43.71063671,-79.50747861,parttime,11749.65,126,16,0,44,10,0,0,0,0,0,0,0,0,13224.53
2647,2647,66981324-af92-433f-87ad-75043709c609,25,With Parent,Toronto,43.63789718,-79.4153956,parttime,5322.57,126,17,0,43,12,0,0,0,0,0,0,0,0,6280.47
2648,2648,c286a067-fc7d-4585-9cf3-91caea83380f,57,Group,North York,43.79426657,-79.33466422,unemployed,0,116,0,0,0,5,0,0,0,0,0,6,0,0,2143.075414
2649,2649,0b8b8575-de8d-46ab-a288-2b3cd3da7a47,25,Group,East York,43.69647455,-79.31991237,fulltime,23156.43,155,16,6,62,11,34,19,9,0,0,0,7,0,11377.6
2650,2650,1301c021-a11f-4004-ae53-87d65e4638c2,93,Group,Toronto,43.64943849,-79.43023808,unemployed,32249,29,18,6,43,2,24,18,9,0,7,0,0,0,36568.48
2651,2651,2f94be3b-b13d-4f18-aae2-8eaa3c8e61a9,56,Group,Toronto,43.63918938,-79.47489642,fulltime,64339.05,147,16,7,44,130,26,16,11,0,14,0,7,0,67392.74
2652,2652,f5d6316c-4270-40f5-89f1-c30cbbabec85,21,Group,Scarborough,43.78981663,-79.24967208,parttime,9362.1,152,15,6,79,13,33,29,9,6,14,6,0,0,8053.801187
2653,2653,1e936139-4f95-4f4e-a91f-f2fe24efd5c4,48,Group,Toronto,43.66707742,-79.37387962,unemployed,0,117,0,0,0,10,0,0,0,0,0,6,0,0,3167.278656
2654,2654,09ceae94-776f-4540-a38e-976297bb0820,55,Group,Etobicoke,43.68069717,-79.56898517,fulltime,38198.4,143,15,7,44,9,18,22,10,1,0,0,0,0,38493.35
2655,2655,965e14be-b889-498a-b4e9-4e219a4f98b0,44,With Parent,Etobicoke,43.73355106,-79.61942555,fulltime,42523.8,110,15,0,46,10,0,0,0,0,0,0,0,0,48999.69
2656,2656,c3289366-e773-429f-855d-073783996151,19,With Parent,Toronto,43.67273505,-79.29551477,unemployed,0,114,1,0,31,13,0,0,0,0,0,0,0,0,143.87
2657,2657,6d368993-aba9-4247-be76-e921bdf2e15d,54,Group,Etobicoke,43.65955088,-79.58647281,fulltime,101035.55,135,16,7,58,9,34,11,11,5,0,0,0,0,93084.18
2658,2658,6d6bd2cd-b366-4c7b-9179-76391ef863cb,27,With Parent,Scarborough,43.77146438,-79.20337077,parttime,9607.62,119,15,0,45,13,0,0,0,1,0,0,0,0,10889.25
2659,2659,68b707c7-0103-42c6-995d-8e0858cd02c2,52,With Parent,Toronto,43.67880105,-79.297549,fulltime,106184.1,115,17,0,43,7,0,0,0,0,0,0,0,0,123971.68
2660,2660,7a627491-9cbc-4b79-9a10-2c2e6a1dbd3c,70,Group,Toronto,43.68209056,-79.31564119,fulltime,47416.4,137,16,7,58,6,33,19,9,5,13,0,0,0,26887.77
2661,2661,0792a85d-d6d4-430c-ac6d-4cb2a29b7f49,53,With Parent,Etobicoke,43.75217232,-79.60395223,parttime,32589.85,111,16,0,44,7,0,0,0,0,0,0,0,0,37834.25
2662,2662,eb70b9ea-c7ab-4ad0-8c7b-ff399bdfad47,68,Group,Etobicoke,43.64344458,-79.53197038,parttime,29691.3,151,16,6,43,4,25,13,7,1,0,0,7,0,30065.33
2663,2663,a097b733-a572-45fc-9698-4c7f50d0833b,56,Group,Toronto,43.64291409,-79.38064691,fulltime,93301.8,149,15,6,44,141,26,19,10,1,0,0,7,0,101028.67
2664,2664,60433213-b978-412b-acdb-a57c95110ac1,50,Group,Toronto,43.70407104,-79.3992766,fulltime,86546.9,147,15,7,46,11,12,19,10,0,0,0,0,0,93008.72
2665,2665,2e7c5c44-292c-478d-b0fa-24e58615e49f,32,Group,York,43.67967224,-79.4718687,fulltime,20137.59,152,15,6,59,12,27,13,8,5,0,7,0,0,13996.81
2666,2666,87a09cb6-3d9c-4485-ae4a-4508bc800bfc,17,With Parent,North York,43.74700479,-79.54349376,unemployed,0,106,0,0,32,5,0,0,0,0,0,0,0,0,94.36
2667,2667,6131ea36-b4dd-4325-9b68-0828414ebf83,51,With Parent,Toronto,43.67899271,-79.35094513,fulltime,79907.75,108,16,0,44,7,0,0,0,0,0,0,0,0,93094.49
2668,2668,68e741d0-9802-447e-9ed7-488fd944c43a,28,Group,Toronto,43.66580471,-79.38411687,parttime,7297.62,148,16,6,41,12,18,21,8,0,0,2,7,0,4205.839605
2669,2669,aee00374-7124-4e5e-ab77-88cec2870581,17,With Parent,Toronto,43.68647213,-79.31129336,unemployed,0,96,1,0,30,9,0,0,0,0,0,0,0,0,20.54
2670,2670,16ebc06f-7223-443d-9b08-e62456203aaa,44,Group,Toronto,43.64767754,-79.36094158,fulltime,47110.8,150,16,6,45,9,13,14,8,0,12,0,0,0,47884.73
2671,2671,e0cae114-e72e-4509-ae1f-dccd22d94d45,30,Group,Toronto,43.72947618,-79.40216229,fulltime,65622.15,152,16,6,59,13,33,17,7,5,0,0,0,0,54777.76
2672,2672,b7e06bb0-be5e-4788-9369-ca20c171bca6,24,With Parent,North York,43.79426657,-79.33466422,fulltime,24783,149,15,7,76,13,27,16,8,0,0,0,4,0,13372.42
2673,2673,c58429be-7a58-4b11-8ef2-932efe8a7eee,19,With Parent,Toronto,43.67245569,-79.38831832,unemployed,0,108,2,0,29,12,0,0,0,0,0,0,0,0,219.04
2674,2674,d4520720-d8e7-4e24-91ff-37e2032d57e9,62,Group,Scarborough,43.73497356,-79.30430982,fulltime,60214.8,139,15,6,59,7,39,19,8,5,0,0,0,0,44622.69
