,id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome,Food and Dining,Income,Entertainment,Transfer,Shopping,Bills and Utilities,Auto and Transport,Home,Taxes,Health and Fitness,Fees and Charges,Mortgage and Rent,Travel,spending
884,0662b9a5-0b69-4048-bcf7-cdad22f66ee4,51,With Spouse,York,43.69009404,-79.47220995,parttime,20768,142,16,7,14,150,21,15,7,1,0,0,7,0,16908.04
885,8fcf30c3-2f67-4ebd-ab49-8e96e7207ca2,18,With Parent,Toronto,43.64820845,-79.43780871,unemployed,0,105,2,0,29,5,0,0,0,0,0,0,0,0,96.16
886,48985e3a-96eb-48f9-aa18-4eb41b5f3e62,35,With Spouse,Etobicoke,43.68291751,-79.51663592,fulltime,46002,151,15,6,45,15,18,15,8,0,0,0,0,0,47405.45
887,a88dc5fb-418a-4c57-9b95-772e4ab923dc,45,With Spouse,East York,43.70266863,-79.30139531,parttime,32018.8,151,17,6,20,16,0,18,9,0,0,0,7,0,21527.56
888,8c3cd913-09c8-4333-b828-a2958f8dedcd,43,With Spouse,North York,43.76510374,-79.49089839,fulltime,60355.9,142,15,7,45,17,24,16,9,0,0,0,7,0,63016.27
889,607dc633-a028-4fc8-a63b-9d49c6f34aed,55,With Spouse,Toronto,43.66956979,-79.37520856,parttime,17230.45,140,15,6,22,6,19,14,7,6,0,7,0,0,13858.98
890,4c5eff07-b926-4bee-898c-d6877d5feac8,36,With Spouse,Toronto,43.66439694,-79.32065058,fulltime,44803,146,17,7,21,20,28,16,9,0,0,0,0,0,37043.81
891,69426278-eb3d-4cf1-85a6-d1021a8adff3,26,With Parent,Toronto,43.6921805,-79.41662347,parttime,15723.84,118,15,0,45,13,0,0,0,1,0,0,0,0,18156.64
892,91cb601e-2a1e-4a0d-bf6e-62ad9189a94c,42,With Spouse,Toronto,43.73325801,-79.40399976,fulltime,104083.1,148,15,7,16,18,18,25,8,0,0,0,0,3,112892.05
893,11a8c676-047d-47b3-9701-704a1e04c857,40,With Spouse,Scarborough,43.78416595,-79.18267739,fulltime,31266,153,16,6,78,9,33,27,10,6,0,0,0,0,23751.86
894,16cb5764-d493-4cf8-a2de-825d342ae60b,37,With Spouse,Etobicoke,43.66099619,-79.58318016,fulltime,38907,143,15,6,22,21,7,15,8,0,0,0,7,0,26737.58
895,6525c60a-6300-4169-a0f4-e8c0bf413a5f,40,With Spouse,North York,43.7667291,-79.32513742,fulltime,29963,144,15,6,22,15,27,12,9,6,0,0,0,0,23438.84
896,62ba028d-0c4f-4f1a-9da3-fd61fb858f2e,45,With Spouse,Toronto,43.68159968,-79.30146143,parttime,24308.9,148,17,6,21,10,35,19,9,0,0,0,0,0,13866.34
897,78bdf160-80e6-4391-9d41-88aca66fa94f,21,With Parent,Toronto,43.64358231,-79.42776688,parttime,10385.1,108,15,0,46,13,0,0,0,0,0,0,0,0,12328.1
898,b2132fac-05ac-44bb-9ecc-6aa1a2110d86,39,With Spouse,Toronto,43.66087779,-79.39682037,fulltime,26519,143,15,7,16,10,6,18,8,0,0,0,7,0,26487.16
899,76152dbc-32ad-442f-a496-c54cb3d82f30,51,With Spouse,Scarborough,43.70534242,-79.25423112,fulltime,45667.65,139,16,6,22,13,6,24,8,0,0,0,7,0,37336.26
900,642052e9-c923-4b77-8a58-caac9d48d47d,39,With Spouse,North York,43.78697383,-79.35194067,fulltime,20723,145,17,7,21,7,20,17,8,5,13,7,0,0,17108.97
901,2ab1e600-63d1-469e-8eea-7d686949a558,51,With Spouse,Toronto,43.66087779,-79.39682037,fulltime,36878.6,150,15,6,16,137,19,16,9,0,0,0,0,0,35576.84
902,13abd879-65dc-40b3-becf-ea9c535559e5,39,With Spouse,Etobicoke,43.62563109,-79.49164806,fulltime,62358,147,17,8,73,10,41,17,14,5,14,0,0,0,52978.27
903,db2d8b9a-df15-4a15-b1bb-a6697151d562,61,With Spouse,Etobicoke,43.73388278,-79.59710057,unemployed,0,108,0,0,0,7,0,0,0,0,0,6,0,0,2531.711084
904,e926e94f-1f8e-4d8a-9fd7-a82b95861f77,57,With Spouse,Toronto,43.70992738,-79.39390214,fulltime,49187.8,142,16,6,22,6,0,14,9,0,13,0,7,0,42817.63
905,66f31a70-b9cb-4966-a33b-422fabd856dd,53,With Spouse,Scarborough,43.77015045,-79.31199197,fulltime,36051.35,143,15,7,16,17,28,19,10,5,0,0,0,0,27394.76
906,e4df4a55-9b2b-4699-8f01-e3ad5ce07b79,40,With Spouse,East York,43.6941687,-79.32519698,unemployed,0,115,0,0,0,9,0,0,0,0,0,6,0,0,3129.126828
907,5dd3a8cf-cc7f-4e4d-ab06-016985e0464f,45,With Spouse,Etobicoke,43.6395186,-79.50396457,fulltime,73510.8,150,16,7,15,19,27,13,12,5,0,0,0,0,71981.54
908,5758752a-8fa3-47a6-b745-39fe7d2dd2e6,19,With Parent,North York,43.7402303,-79.42255459,unemployed,0,115,2,0,29,10,0,0,0,0,0,0,0,0,235.12
909,6dfd2c5b-8a11-4bfb-a5e6-72550f539c8a,52,With Spouse,North York,43.72784499,-79.31216542,fulltime,40228.15,140,15,7,23,6,7,17,9,0,0,0,7,0,31028.08
910,b8966fb7-7334-42cf-9c50-f3276a9ac50a,56,With Spouse,Toronto,43.63451734,-79.4288825,fulltime,54644.55,143,15,6,29,6,25,14,8,6,0,7,0,0,52032.85
911,e8b50234-3876-4553-bd88-cd8066842019,27,With Parent,Etobicoke,43.61159559,-79.53851188,parttime,10494.99,120,16,0,44,12,0,0,0,0,0,0,0,0,11919.21
912,88bda8f7-36e5-4996-8865-ddc43245fad6,38,With Spouse,Etobicoke,43.66078302,-79.5870888,fulltime,52242,148,15,7,37,135,7,23,8,0,15,0,0,0,42840.12
913,df6afa88-bfe5-4a75-8273-270e96b547f1,40,With Spouse,Toronto,43.67785539,-79.38860795,fulltime,60696,146,16,7,74,17,6,25,8,0,0,0,7,0,61981.04
914,d0823c41-5eed-4c45-8d66-81435be3e8f1,53,With Spouse,North York,43.75682003,-79.35948489,fulltime,72954.85,151,16,6,44,7,6,18,11,0,0,0,0,0,78742.42
915,293359a1-115c-4054-9e65-12127adbdd85,35,With Spouse,Toronto,43.64344974,-79.3986184,fulltime,65050,151,15,6,15,16,6,20,9,1,0,0,0,0,70902.17
916,f23b8562-5436-40bf-aa37-42d6187730c2,55,With Spouse,Scarborough,43.81976183,-79.27594671,parttime,14797.05,144,17,7,83,6,28,16,10,5,14,3,0,0,10128.27002
917,c02d24a1-6c21-4225-98df-65d2d74ff48c,52,With Spouse,North York,43.72253043,-79.53571143,fulltime,50345.85,144,16,7,21,137,34,15,12,6,0,0,0,0,44373.61
918,1e972aca-84ce-4354-be32-eb7574a7258c,33,With Parent,York,43.68511992,-79.44842159,fulltime,25490,116,16,0,44,14,0,0,0,0,0,0,0,0,28417.38
919,e17f3187-069c-4d33-9eff-a206044e13dc,36,With Spouse,York,43.69789924,-79.43860579,unemployed,0,114,0,0,0,7,0,0,0,0,0,6,0,0,3078.517282
920,c9d6cc06-2793-47bd-88bd-58a8b5619da8,31,With Parent,Toronto,43.71105585,-79.38070828,parttime,6708.57,121,16,0,43,13,0,0,0,1,0,0,0,0,7216.4
921,0c5afbc7-8289-4213-8640-9f13353bda82,33,With Parent,Toronto,43.70084495,-79.42154048,fulltime,63061,121,15,0,45,14,0,0,0,0,0,0,0,0,73178
922,81fd5d6d-44f9-42cd-adc9-0da93cef2147,38,With Spouse,Toronto,43.70544805,-79.42763398,fulltime,66867,142,15,5,52,7,12,11,8,0,14,0,0,0,71484.61
923,a5c0c712-f64f-4f21-ae8f-5ddf25e39397,26,With Parent,Scarborough,43.79223398,-79.3165886,parttime,6233.7,120,15,0,44,13,0,0,0,1,0,0,0,0,6801.3
924,eda2955d-0250-4e34-bfdf-116cf96ba452,37,With Spouse,Etobicoke,43.65586364,-79.57060392,fulltime,90913,156,16,7,29,10,34,13,10,5,14,0,0,0,83652.69
925,b1f3f5d0-80bb-434b-98b4-f3f7a8f8696e,55,With Spouse,York,43.67237795,-79.49610972,fulltime,46911.95,148,15,7,29,11,7,17,8,1,0,0,0,0,36867.56
926,6df7bfc9-36a4-47fd-aee1-e24c5a62578c,57,With Spouse,Toronto,43.69632086,-79.3941236,fulltime,47368.5,140,16,8,21,15,20,29,11,5,0,7,0,0,46987.56
927,a7f6e97d-9048-497e-9fd7-dd06f1fddbc6,40,With Spouse,Etobicoke,43.6211556,-79.52154475,fulltime,54022,140,15,8,23,18,6,15,9,5,0,0,0,0,55737.82
928,9f11fcf0-928d-4022-9dcc-48700bfe327f,18,With Parent,East York,43.6941687,-79.32519698,unemployed,0,104,0,0,30,8,0,0,0,1,0,0,0,0,61.34
929,f3356d80-2475-4827-a268-84e2ac0c6426,55,With Spouse,Toronto,43.68064827,-79.41806192,fulltime,116028.1,147,15,8,16,8,13,17,10,0,15,0,7,0,128088.31
930,27fc8c4a-61f3-4152-8e1b-e5b515c7955f,36,With Spouse,Toronto,43.64110026,-79.44123757,fulltime,22410,148,16,7,15,138,13,17,7,0,0,0,0,0,20164.59
931,67c8dfba-ce13-4ac2-8c3b-2038f38669bc,57,With Spouse,Etobicoke,43.61046276,-79.54498309,fulltime,35255.55,148,15,6,30,152,7,19,8,0,0,0,0,0,27516.25
932,5b23f0f8-4854-4f0f-8821-cd7fcac0fd26,65,With Spouse,Toronto,43.673863,-79.40249726,unemployed,0,111,0,0,0,7,0,0,0,0,0,6,0,0,2697.106841
933,b3105286-e977-442d-a17f-b82ea39867cb,35,With Spouse,Scarborough,43.72010875,-79.25534542,fulltime,42800,154,16,7,36,14,0,27,9,0,0,0,0,0,33081.87
934,c3cd327f-84a6-4f76-8ee1-c08b073fb3cf,19,With Parent,Scarborough,43.81172945,-79.28442335,unemployed,0,104,0,0,30,12,0,0,0,1,0,0,0,0,54.63
935,ea4a22dd-f603-4105-8a38-3c2b0780a384,55,With Spouse,North York,43.74627195,-79.38665426,fulltime,115234.6,148,15,6,23,8,12,14,11,0,0,0,0,0,127427.64
936,4e230aba-a505-4968-bd2b-daadedf667d5,48,With Spouse,Scarborough,43.78435987,-79.17967131,fulltime,60148,145,15,8,22,10,26,19,10,5,0,0,0,2,57350.73
937,cf37fdc1-6bd1-4a91-b711-b3a1be1f7256,33,With Spouse,Etobicoke,43.61672444,-79.48870634,fulltime,122458,149,15,7,29,24,27,15,13,6,12,0,0,0,121127.56
938,84d8686f-bb90-4f0c-a6ce-22cd5d09aad8,55,With Spouse,North York,43.7342924,-79.42110931,fulltime,59925.35,148,15,6,37,7,0,12,7,0,0,0,0,0,55944.87
939,3df4d9cf-feb0-414d-ae34-8e1a8b23e5ed,38,With Spouse,Toronto,43.68263508,-79.30138475,fulltime,58852,143,15,7,22,17,6,26,8,1,0,0,7,0,51531.04
940,aa3a8158-1f9b-4a2e-8ed3-ff35350f0ad6,54,With Spouse,Toronto,43.67387851,-79.29917627,fulltime,71258.6,146,17,7,102,7,0,25,9,0,12,0,0,5,73251.53
941,34caa3ad-1950-4e13-aee1-2f6b579614e3,18,With Parent,Scarborough,43.75747546,-79.30515027,unemployed,0,111,1,0,29,14,0,0,0,1,0,0,0,0,112.5
942,acc389e2-2f97-463c-a7be-2688769672f1,65,With Spouse,North York,43.7584754,-79.4124186,fulltime,40116.6,146,15,6,15,7,13,18,7,1,0,0,0,0,41852.35
943,f15a746a-3d77-4aac-94f2-be21843eb4b6,39,With Spouse,Toronto,43.64941226,-79.37087997,fulltime,42612,149,16,6,15,9,12,26,8,5,0,0,0,0,42549.82
944,59b342f8-c8ce-487d-9e9f-3e9375a600a2,53,With Spouse,Scarborough,43.81530263,-79.26478461,parttime,29541.2,142,15,6,91,6,34,17,10,1,0,0,7,0,14759.5
945,3ca1cf64-38bb-4acf-9e6b-b7741fbcda71,38,With Spouse,Scarborough,43.80877418,-79.20683237,fulltime,34451,148,16,7,51,16,35,18,9,5,0,0,0,0,23915.42
946,68aa8224-5f41-42ba-975e-240c942e2269,52,With Spouse,York,43.67237795,-79.49610972,fulltime,37004.7,151,15,7,16,8,35,14,9,5,12,0,0,0,29141.49
947,5f0c1c84-650a-44cc-9bd6-b80666488d3a,16,With Parent,Toronto,43.70794269,-79.39786072,unemployed,0,108,0,0,31,10,0,0,0,0,0,0,0,0,187.66
948,debd478a-5329-43b0-a230-96facbf6367c,15,With Parent,North York,43.76510374,-79.49089839,unemployed,0,103,0,0,30,9,0,0,0,1,0,0,0,0,158.81
949,d72f3be6-da02-414b-9222-d36e2295b45c,47,With Spouse,Scarborough,43.73375511,-79.30579366,parttime,29011.4,150,16,6,15,23,13,15,8,0,14,0,0,0,26049.32
950,625d1c97-1f47-467b-a02f-7420d07d4f79,52,With Spouse,Toronto,43.64193305,-79.39147191,fulltime,57082.55,145,16,5,15,13,19,20,11,0,0,0,0,0,59924.8
951,0b9f7fef-ae57-4fad-ab1f-a1a753558a46,49,With Spouse,Toronto,43.64358231,-79.42776688,fulltime,41974.9,146,15,6,52,11,28,27,6,5,0,0,0,0,33630.61
952,cc48f015-8ee9-4e59-b055-d2d2ce55b727,32,With Parent,North York,43.72860876,-79.32617491,parttime,8062.23,121,15,0,44,15,0,0,0,1,0,0,0,0,8121.81
953,29ef19ea-b005-4715-86c1-5b43005a7bbf,52,With Spouse,North York,43.74248624,-79.50197592,fulltime,42446.5,149,16,6,14,150,12,26,9,1,14,0,7,0,41822.89
954,358db0cc-dd65-4897-83b2-de0fc949dc3f,55,With Spouse,Toronto,43.68963967,-79.30219973,parttime,30541.7,149,16,7,44,15,6,16,8,0,0,0,0,0,29043.57
955,e17edc29-72a8-4b1a-b428-fec6f4b4e47f,39,With Spouse,Toronto,43.6709692,-79.39640836,fulltime,65320,145,15,8,15,7,13,17,9,1,0,0,7,0,71193
956,e4f49113-f413-41f6-b0d8-919cc98590ff,51,With Spouse,Toronto,43.68190055,-79.35665268,fulltime,55256.3,145,17,8,21,10,27,16,10,5,0,0,0,0,49850.13
957,632eacd3-f594-4bfe-9268-1859925de122,19,With Parent,Toronto,43.70035624,-79.39735013,unemployed,0,113,1,0,31,13,0,0,0,0,0,0,0,0,284.04
958,55dbd7be-29a1-4c9f-a001-4f051d8cfe14,35,With Spouse,Etobicoke,43.67601371,-79.56987177,fulltime,33099,152,16,5,22,22,6,17,7,0,0,0,0,0,33689.42
959,0a377313-78e2-4db5-b7fc-23078e2d82ba,55,With Spouse,York,43.69850904,-79.44403146,fulltime,37017.35,144,15,6,30,7,7,14,9,0,11,0,0,0,29317.66
960,11a928d1-a85c-4602-8e60-2ee66c412b7b,33,With Parent,North York,43.71887089,-79.43000421,fulltime,23643,117,15,0,45,14,0,0,0,1,0,0,0,0,26951.51
961,388f8816-7044-46a9-9f8c-767974f65b2c,27,With Parent,Toronto,43.67387851,-79.29917627,fulltime,23229.36,121,15,0,44,14,0,0,0,1,0,0,0,0,27225.63
962,d6af97e0-389c-4550-a660-b8c58ea45293,23,With Parent,North York,43.75617759,-79.44872438,parttime,13336.95,112,17,0,43,12,0,0,0,0,0,0,0,0,15929.37
963,71da9806-db30-4ceb-9a5f-9516c2d69877,52,With Spouse,Toronto,43.67785539,-79.38860795,fulltime,110486.25,143,16,7,15,16,12,13,9,0,0,0,0,0,122247.84
964,83444cc1-f032-443c-a042-4941a14b1768,58,With Spouse,North York,43.78402619,-79.39106934,unemployed,0,115,0,0,0,6,0,0,0,0,0,6,0,0,2319.806186
965,b585db51-83f6-43b9-977c-7b2002a90667,32,With Parent,Etobicoke,43.73150807,-79.59628501,parttime,9982.5,117,16,0,44,12,0,0,0,0,0,0,0,0,10811.5
966,075a2e4c-00ba-448d-b33e-ea8f1303797a,55,With Spouse,Toronto,43.67093796,-79.28913226,fulltime,54434.1,137,16,7,15,146,35,14,12,5,0,0,0,0,50637.95
967,f8d870ac-94e6-4b8b-932d-92b857d9cdf0,47,With Spouse,Toronto,43.68454174,-79.39105012,fulltime,60020.4,153,15,6,37,144,21,13,8,0,0,7,0,0,58140.44
968,32e4b454-f4e4-43ca-bf0e-1648e34fff93,51,With Spouse,Toronto,43.68454174,-79.39105012,fulltime,53050.8,141,15,7,22,8,13,24,12,6,0,0,0,2,52111.48
969,547c76e6-7897-4c9f-b186-ea62a53a5069,67,With Spouse,North York,43.80873507,-79.36135533,parttime,29803.4,148,15,6,35,7,6,16,9,1,0,0,0,0,19249.05
970,c71e3b80-5bfe-4b2d-81c9-153968704188,40,With Spouse,Scarborough,43.78951131,-79.16512229,fulltime,53408,149,16,6,58,9,6,20,8,0,0,0,0,0,43344.97
971,08ae03d3-9071-4aab-9b1b-575b2f204b68,24,With Parent,Toronto,43.68449051,-79.3333927,parttime,10703.55,116,17,0,43,13,0,0,0,0,0,0,0,0,12889.33
972,079f3c86-05b0-44ae-a656-b68c2ad43e77,40,With Spouse,East York,43.69505507,-79.29178476,fulltime,29182,144,15,5,59,18,0,20,7,1,0,0,0,0,25194.38
973,504ad69c-b1cb-4f46-9f2f-734f55960c91,34,With Spouse,Toronto,43.65847748,-79.46975774,fulltime,60982,160,15,7,36,13,6,14,8,1,0,0,0,0,58601.77
974,f5466923-4ef4-46b9-ba72-4771988e1f1c,45,With Spouse,Toronto,43.64017749,-79.47511742,fulltime,54184.9,143,16,7,15,140,34,21,13,5,0,0,0,2,46142.77
975,cf9bca01-50af-4bbf-93fe-1fdc0bce699f,52,With Spouse,Scarborough,43.81692041,-79.28574417,parttime,34978.4,139,15,7,95,7,6,14,8,1,0,0,0,0,23255.99
976,be949c7e-848d-4241-ae44-746b7edfb797,37,With Spouse,North York,43.74536199,-79.41598392,fulltime,76079,146,15,7,45,18,25,14,11,0,0,0,0,0,78983.65
977,06f6d3b3-3337-4823-aa8d-49710c0fbea6,37,With Spouse,Toronto,43.64110026,-79.44123757,parttime,17723,137,16,6,15,146,13,27,7,0,14,0,0,0,14117.76
978,e215618b-a291-4e42-80d2-2ae132845454,40,With Spouse,Scarborough,43.77858062,-79.28117176,fulltime,28393,143,16,5,21,137,27,13,8,5,12,7,0,0,24087.91
979,80bc266b-1521-4ec5-abcb-defb9fc3ad81,50,With Spouse,Scarborough,43.70735348,-79.29344016,parttime,34499.3,151,16,7,21,10,33,15,10,1,0,0,0,0,27162.41
980,11ae5a70-31c6-4cab-acd1-cff982d4ad6d,17,With Parent,Scarborough,43.74926452,-79.24960004,unemployed,0,104,1,0,30,10,0,0,0,0,0,0,0,0,71.51
981,9aa1cc81-4d66-465e-87d7-c27816ba24d9,19,With Parent,Toronto,43.71258871,-79.39697262,unemployed,0,102,0,0,30,11,0,0,0,1,0,0,0,0,44.58
982,64eced11-039a-44ff-b05f-d121d5f0bf2c,20,With Parent,North York,43.78873339,-79.39795889,unemployed,0,103,0,0,32,13,0,0,0,0,0,0,0,0,180.34
983,d6eea8e3-20a0-40ed-a765-6f65aa8c0b0e,15,With Parent,Toronto,43.66649193,-79.42679281,unemployed,0,96,0,0,31,4,0,0,0,0,0,0,0,0,15.5
984,ba96b9b6-9bc4-4e82-bd04-afb1bb3ea0af,61,With Spouse,Scarborough,43.73888729,-79.25565386,parttime,26846.05,142,16,6,58,14,33,20,8,5,0,2,0,0,15339.97183
985,393247ee-e4d0-481f-9777-1beca46f43e9,34,With Spouse,Etobicoke,43.65586511,-79.54533021,fulltime,39745,156,15,7,23,21,6,22,8,0,0,0,0,0,41517.79
986,2019bab8-eb35-4530-af87-ea7c21d05c5c,37,With Spouse,Scarborough,43.78040572,-79.29507027,fulltime,34967,150,15,7,36,9,0,15,7,1,0,0,0,0,24410.49
987,5df7f227-c60c-4b4b-b2b1-6db18b40ced9,49,With Spouse,North York,43.72860876,-79.32617491,unemployed,0,111,0,0,0,9,0,0,0,0,0,6,0,0,2675.481728
988,ebdae5d2-1786-48a3-81b5-ca84e018e32e,53,With Spouse,York,43.68511992,-79.44842159,parttime,27695.45,146,15,5,51,140,40,12,10,6,0,0,0,0,18008.28
989,c8973bec-d4b2-45b3-b6f0-c6ffeaac27c9,53,With Spouse,North York,43.74248624,-79.50197592,fulltime,46775.1,141,15,7,14,17,6,19,7,2,0,0,0,0,48814.08
990,4363a7a6-82f1-49e9-a018-8a70168132b6,34,With Spouse,North York,43.79755831,-79.41889316,fulltime,41670,147,15,7,15,12,33,15,10,6,0,0,0,0,37320.14
991,272b6f85-5225-4bb6-b4d7-50aa7e1a2078,30,With Parent,Scarborough,43.77967252,-79.13512082,parttime,10149.81,118,15,0,44,12,0,0,0,1,0,0,0,0,11021.94
992,39c295c7-7b43-4850-82d8-a7aa3f2fed41,55,With Spouse,Scarborough,43.83115595,-79.25493224,fulltime,43938.05,146,16,7,43,6,6,16,8,1,0,0,0,0,46173.72
993,45dc9d08-15e2-4a52-93f1-f8f4539f8801,58,With Spouse,Etobicoke,43.73150807,-79.59628501,parttime,27065.25,137,15,7,23,149,35,23,11,0,0,0,0,0,16932.93
994,d7051b4a-cc36-4fcb-bb37-f45c3ddaf34d,22,With Parent,North York,43.77838832,-79.42748486,parttime,6013.59,110,16,0,45,14,0,0,0,0,0,0,0,0,7011.03
995,3a73122a-db00-4064-b239-60f735122a15,51,With Spouse,Etobicoke,43.61055878,-79.49681326,fulltime,37462.4,148,15,7,65,17,0,27,8,1,0,0,0,0,26274.74
996,4321167c-8a7d-4320-adee-de24b8ae2cb5,20,With Parent,Toronto,43.70882105,-79.38946915,parttime,12695.43,117,16,0,32,13,0,0,0,0,0,0,0,0,15006.47
997,d5047852-ac34-4d74-8c44-9b6abb462d34,47,With Spouse,North York,43.78425674,-79.44993775,parttime,20106.9,145,16,6,54,14,27,24,7,5,12,0,0,0,11107.86
998,904a2939-b64e-41dd-b888-ba8f8c391855,38,With Spouse,Toronto,43.65952634,-79.45677465,fulltime,38096,145,16,7,15,150,12,19,8,0,0,0,0,0,37149.94
999,ed788a7a-ef8b-4247-8264-7ad80c0ca7e5,49,With Spouse,Etobicoke,43.66532594,-79.54410598,fulltime,132161.7,144,15,6,52,17,0,28,10,0,13,0,7,0,135247.81
1000,18af5d0f-29d4-45e1-948e-f6dd1d2b18de,18,With Parent,East York,43.69596263,-79.3174775,unemployed,0,105,1,0,30,11,0,0,0,0,0,0,0,0,64.43
1001,b42a5ca2-7229-4549-95ae-fbd411b1205f,50,With Spouse,North York,43.7777644,-79.42338066,fulltime,35064.7,149,16,7,35,8,0,13,10,1,0,0,0,0,26934.28
1002,e5558748-6216-4947-897c-e11f4c48fb9f,54,With Spouse,Scarborough,43.73530542,-79.21998529,parttime,17561.65,141,15,7,74,5,6,16,8,0,15,0,0,0,13525.36
1003,457b301c-394b-4b63-a327-22f92c0e9908,21,With Parent,North York,43.74536199,-79.41598392,fulltime,25039.08,112,17,0,31,13,0,0,0,0,0,0,0,0,29620.92
1004,ddd723ce-e828-43bb-a0cf-ced9245505d0,17,With Parent,Scarborough,43.79016007,-79.18518845,unemployed,0,107,1,0,30,3,0,0,0,0,0,0,0,0,51.83
1005,fcfecb5e-a562-4372-a040-f148c8614830,56,With Spouse,Toronto,43.67280991,-79.3889462,fulltime,60004.7,150,17,8,14,149,20,15,7,0,0,0,0,0,63171.67
1006,d78de38e-f54c-40e1-bb79-5b4ce54762c8,55,With Spouse,North York,43.76005039,-79.40746723,fulltime,43407.9,150,15,7,16,139,19,17,8,0,0,0,0,0,43756.33
1007,46e92819-8db4-426b-9749-9eca91e4b54e,23,With Parent,Toronto,43.66355866,-79.38204618,parttime,2550.24,121,16,0,40,13,0,0,0,0,0,2,0,0,2302.38
1008,12fb817f-5ca5-4c62-b86a-cb4182fc9fc0,52,With Spouse,Toronto,43.69632086,-79.3941236,fulltime,57118.2,141,16,7,34,146,7,22,9,1,0,0,0,0,55355.48
1009,8d322c9b-9199-4b46-87b0-db6ebe873a1d,14,With Parent,Toronto,43.69839519,-79.39492383,unemployed,0,104,0,0,31,7,0,0,0,0,0,0,0,0,26.67
1010,a651b0bb-dc1a-4fa7-84e1-006213abfc1d,40,With Spouse,North York,43.78697383,-79.35194067,fulltime,21061,140,15,7,36,7,0,14,8,1,0,0,0,0,17748.56
1011,980f1915-d21b-4397-af48-f03b6420c086,22,With Parent,Toronto,43.64295721,-79.42761162,parttime,11439.12,112,16,0,45,13,0,0,0,0,0,0,0,0,14204.11
1012,a1507967-0661-4039-aab2-ba22530a75ab,38,With Spouse,North York,43.70944389,-79.49073608,fulltime,30945,147,15,7,15,152,14,14,8,1,0,0,7,0,28089.23
1013,402b86b4-8a41-4299-8a7a-17eb0ba3ebfc,44,With Spouse,Toronto,43.68408158,-79.29646629,fulltime,76869.1,146,15,7,37,23,7,20,7,0,15,0,0,0,68561.03
1014,73bc2ec8-b74b-41d2-a02d-7564fc92feb4,22,With Parent,East York,43.68607269,-79.33180952,parttime,6747.84,111,16,0,45,12,0,0,0,0,0,0,0,0,8287.98
1015,0a6ca135-b2d6-4f06-983a-79cba90d6b60,39,With Spouse,Scarborough,43.81210592,-79.23295247,fulltime,28907,150,17,7,21,9,27,14,8,0,0,0,0,0,20001.63
1016,058a168c-9df4-4415-947a-9d2239285415,40,With Spouse,Toronto,43.71786697,-79.40233486,fulltime,42955,135,15,7,52,18,41,17,9,6,0,0,0,0,34009.68
1017,08f9fb76-d1f1-49b6-b530-8be13294bee1,38,With Spouse,Etobicoke,43.74816794,-79.57711832,unemployed,0,115,0,0,0,10,0,0,0,0,0,6,0,0,3384.658483
1018,0588945f-d2e5-4294-b522-398bc4b4c058,49,With Spouse,Scarborough,43.73375511,-79.30579366,parttime,31994.6,153,16,6,15,15,12,11,8,0,0,0,0,0,32088.86
1019,08551d58-b611-43cc-94c6-b32712df550d,40,With Spouse,Toronto,43.68321011,-79.34043933,fulltime,25782,145,15,5,44,9,27,23,8,6,0,0,0,0,16125.36
1020,831406ff-a92b-4b6b-b23f-0c90592ed586,51,With Spouse,North York,43.71525391,-79.45464386,parttime,29563.05,141,16,7,89,14,0,13,8,0,0,0,0,0,26440.28
1021,25e31427-5d94-4699-9577-075345be972b,48,With Spouse,Toronto,43.68321011,-79.34043933,parttime,33682,147,17,7,28,7,6,24,9,0,12,0,0,0,22826.54
1022,16e7e140-5be5-4f8b-ba13-cbc286cb7e9d,21,With Parent,East York,43.69505507,-79.29178476,unemployed,0,109,1,0,33,13,0,0,0,0,0,6,0,0,2206.498476
1023,66e4bece-555f-4c0f-ae04-5debee6a257f,22,With Parent,Toronto,43.64233636,-79.41608435,parttime,11903.43,116,15,0,46,13,0,0,0,0,0,0,0,0,14730.89
1024,ad2c58cc-c0d6-40cb-b6cc-e46dcb2363d5,48,With Spouse,Toronto,43.64358231,-79.42776688,fulltime,43798.7,151,16,6,35,7,0,13,8,0,0,0,0,0,36739.96
1025,29ca8124-fad6-4b9d-9ca5-8b7209ca0fa0,40,With Spouse,Toronto,43.63911007,-79.47258856,fulltime,36190,144,15,7,73,145,20,13,11,1,0,0,7,0,34757.27
1026,dbb5983e-55fa-448d-a260-9854365f2f85,54,With Spouse,Etobicoke,43.65107332,-79.49591129,fulltime,110483.95,139,16,8,36,139,14,20,9,0,0,7,0,0,119562.06
1027,dcc91c41-6599-4bf4-bf50-641130c35130,20,With Parent,York,43.67976751,-79.50269779,unemployed,0,105,1,0,30,14,0,0,0,0,0,0,0,0,86.66
1028,70528a91-eec1-4539-b00f-3e7dabe794c0,41,With Spouse,North York,43.72372153,-79.32537319,fulltime,42949,146,15,6,37,146,6,17,9,0,0,0,0,0,35091.29
1029,b68f5d3d-7f4d-4427-81fa-cca6fb639486,56,With Spouse,Scarborough,43.81692041,-79.28574417,parttime,31853.85,148,16,7,22,5,34,15,9,5,0,0,0,0,23170.44
