id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome
da0e9594-b62f-4600-a981-8946e16dec88,49,With Spouse,Toronto,43.64718052,-79.43742086,fulltime,38399.9
4f22f59e-2896-49dc-ade6-a1e1ddee2f1c,52,With Spouse,Etobicoke,43.59519138,-79.50590622,fulltime,57345.9
7da575ca-b08f-4742-973b-64ec1f46bff7,51,With Spouse,North York,43.78607674,-79.4477355,parttime,23830.3
947e85c3-4651-463c-a268-97fe1f5b338e,56,With Spouse,North York,43.71598981,-79.43484539,fulltime,47539.85
a57c9586-c3b0-40cb-97be-fa26b0bbd539,36,With Spouse,Scarborough,43.82083009,-79.27636316,fulltime,26475
98c8067c-d488-4e4a-bc45-db57ee64c619,59,With Spouse,Toronto,43.64177814,-79.42190551,fulltime,53494.55
9738cfdf-f69c-47e1-bcba-64593df9bef5,59,With Spouse,East York,43.68790629,-79.35756747,parttime,25641.55
44e54ad7-9763-4d25-85b9-052777051e0b,22,With Parent,North York,43.71598981,-79.43484539,parttime,14621.31
52d99425-59f9-4e9d-80ec-368e6a2203cb,53,With Spouse,Scarborough,43.73666367,-79.20823472,fulltime,36947.2
6c335479-f5f9-41f9-aadb-9ab99eb4afce,38,With Parent,Scarborough,43.73921947,-79.24819573,fulltime,36144
d53c9ec4-99b5-41f0-a3f1-7ea37b79a102,46,With Spouse,Etobicoke,43.6276268,-79.5028151,fulltime,67903
672f87f3-fcef-4439-b457-6c01e546deb4,50,With Spouse,Etobicoke,43.59714523,-79.50281981,fulltime,39952
eca08015-988a-4786-aef4-12b0defbfd23,51,With Spouse,Scarborough,43.77693041,-79.1696452,fulltime,75709.1
3743da69-54a0-4aef-9888-56ebb521bcc9,53,With Spouse,Toronto,43.68115056,-79.33938488,fulltime,61985
6f91da78-6faf-43cb-acdf-54e75eb97e6c,36,With Spouse,Toronto,43.65485568,-79.39832033,fulltime,36139
3b979dd8-cfde-46b9-85b5-e82d2cf631c1,33,With Spouse,Toronto,43.67160335,-79.31697452,fulltime,53354
2c9fc124-0319-4a4a-b33f-0d58fa908d5d,18,With Parent,Scarborough,43.68454229,-79.28085488,unemployed,0
0025fecc-1b43-47d3-9b3d-e562da93a1d2,52,With Spouse,Etobicoke,43.59684652,-79.5307429,unemployed,0
18d1ad07-23d2-423a-8fca-815c33312670,40,With Spouse,Scarborough,43.79216121,-79.14828991,fulltime,62474
ba75f081-0087-4fb2-bd69-692b070a4bc6,19,With Parent,Toronto,43.67256126,-79.323388,unemployed,0
0bc987f7-6289-46bb-9ad2-4629b7c0cabe,37,With Parent,Toronto,43.673863,-79.40249726,fulltime,22106
a453fa51-2627-4d6f-8b99-cf504bb9c3e1,16,With Parent,North York,43.794431,-79.39148788,unemployed,0
a944936f-8e8a-4be4-a08a-3c2cc68a7d1a,56,With Spouse,North York,43.70633883,-79.44182608,fulltime,56655.9
b357fe7f-efc3-46bd-bfa5-5c2554f800ce,56,With Spouse,Scarborough,43.75175676,-79.23096334,fulltime,48183.85
02dfb80b-8732-4e4a-a961-f589ef803878,36,With Spouse,Scarborough,43.76431179,-79.24580416,fulltime,104942
6fd12389-0823-4b50-bd28-66c1a9af32d8,17,With Parent,Scarborough,43.72235881,-79.25452407,unemployed,0
aeac4712-9db5-4885-8d53-4c867aff64a1,46,With Spouse,North York,43.74523138,-79.50449871,fulltime,36720.2
5bf00da2-49c4-44cf-914c-1f4ef46bc226,27,With Parent,Scarborough,43.7720555,-79.28531424,parttime,4505.82
58d6cd80-a6d6-40d0-bd4b-0209420eb2ef,58,With Spouse,North York,43.75508153,-79.50627414,fulltime,43326.25
7aff5eb9-1173-4c30-9509-31661de5a49c,51,With Spouse,Toronto,43.67256126,-79.323388,fulltime,35609.75
52174dc4-2570-46f7-83da-080de00bf544,35,With Spouse,Toronto,43.68377364,-79.39182177,fulltime,56083
c94ed76d-19e9-4c11-ba04-3ffa7c06edb3,17,With Parent,Toronto,43.64468283,-79.40679826,unemployed,0
1c8fc312-26c6-421f-8517-92d65105d33d,16,With Parent,Toronto,43.6668979,-79.46427713,unemployed,0
14189014-f787-4d1b-8bcc-f5f348d3ad0a,58,With Spouse,Toronto,43.65420966,-79.45939889,fulltime,141140.65
613f8fd9-ab4c-42a7-9370-a4ac2274285d,37,With Spouse,East York,43.69625137,-79.34087247,fulltime,63981
53df69b5-8fe4-46fd-aae4-1694ec7d480c,51,With Spouse,North York,43.75125584,-79.31906069,unemployed,0
cfb69e69-d355-4096-8e6b-be13908fbfc4,35,With Spouse,Toronto,43.658374,-79.38456377,unemployed,0
a86ea9e8-6311-44a9-ad05-84ba3514b2e1,56,With Spouse,Scarborough,43.79881922,-79.22572296,fulltime,52081.2
fae757cf-e7d2-4912-b554-7726110adb4a,72,With Spouse,Scarborough,43.78472437,-79.14766482,fulltime,61101.15
7fedfeb1-b2fa-4a65-8965-9c018df25cff,60,With Spouse,York,43.70190827,-79.51982663,parttime,26083.15
1e14ed84-c578-4385-a394-5df8c5d1d335,19,With Parent,Etobicoke,43.65454029,-79.52226137,unemployed,0
0f947969-76b2-4c66-a7b9-0bc1d7ab5729,51,With Spouse,North York,43.76573844,-79.51095348,parttime,16909.6
3144b69f-ddce-473d-bd07-92ea11dd3b1c,55,With Spouse,Toronto,43.64729106,-79.37920782,fulltime,41961.2
acbf6ce3-ee85-458f-b779-1ab2f9e649a7,55,With Spouse,Toronto,43.6462357,-79.3763487,fulltime,35459.1
1e2495ec-dc59-4cd4-8831-d017211d8fb6,36,With Spouse,North York,43.704558,-79.48398455,fulltime,21131
173a9095-1eeb-481b-ba69-cc8b0c65b7bc,54,With Spouse,Toronto,43.70443125,-79.42733034,fulltime,71918.7
d78167de-2140-4afd-9502-6db08052f33a,58,With Spouse,Etobicoke,43.73026966,-79.62498455,fulltime,47363.9
7d458281-63a8-42b6-ac58-ea839e6473cb,63,With Spouse,North York,43.72793242,-79.3899003,fulltime,195165.15
7dbdc2d4-c054-4ea4-94f6-34d5f73e574b,22,With Parent,Scarborough,43.76074871,-79.21711293,parttime,8806.05
5be013a9-9c4a-439e-8be6-449030c36439,19,With Parent,East York,43.69625137,-79.34087247,unemployed,0
0e8a9b34-df2b-4905-921b-618100fa231f,57,With Spouse,Toronto,43.64352847,-79.4433026,fulltime,47918.2
d566adb2-a162-4922-a218-9c0eabfe2a0f,19,With Parent,Toronto,43.66504253,-79.32147306,unemployed,0
17913363-5f92-4ea0-9899-526540a726ae,23,With Parent,Toronto,43.64739099,-79.39393318,parttime,8648.31
1768b718-ddf0-4a89-860d-de2bb6d9fbef,23,With Parent,Toronto,43.6880698,-79.29579095,parttime,4195.62
9c0ac18a-3d5a-4303-bd3d-1988a852d9b9,53,With Spouse,Scarborough,43.68546521,-79.27685334,fulltime,71957.8
cb418313-5922-4dca-8556-d4d15876d51e,36,With Spouse,Scarborough,43.76639877,-79.20629716,unemployed,0
6b8223af-7f8b-4656-abb3-1987d9fc6dfd,59,With Spouse,Etobicoke,43.64636872,-79.5149183,fulltime,92267.95
6bf83e17-db35-44ca-865c-802df7ff5aca,53,With Spouse,Scarborough,43.79109838,-79.17994541,fulltime,56148.75
1e6810b5-e1c4-4539-8b71-57904faa857b,37,With Spouse,Toronto,43.70678056,-79.39494483,fulltime,47141
7667a5ff-299a-4671-98a4-c7d3fb4a91ee,55,With Spouse,East York,43.70244832,-79.29676825,parttime,34316
fe90e5f9-7f22-4fec-a4e3-47a14dfe5930,25,With Parent,Etobicoke,43.65193531,-79.56812821,parttime,8514.99
0f26f4f5-7972-4251-a034-056d0c2f23b6,52,With Spouse,Scarborough,43.77316117,-79.13809964,fulltime,79086.65
9e8840c8-bab0-4140-9d73-c03063dad375,35,With Spouse,North York,43.73992031,-79.42005527,fulltime,87523
cad768a2-0190-4375-9156-0dea2bf286c3,53,With Spouse,Toronto,43.68093361,-79.31756436,fulltime,37502.65
9af857cb-3992-44f5-b9f8-f7ae4fdb0549,39,With Spouse,North York,43.7759958,-79.3931272,fulltime,82984
c1fb0734-f7bc-4708-8f1b-b82392d7171f,20,With Parent,Toronto,43.70131855,-79.41080594,unemployed,0
9c1793ee-1c5f-4a64-854d-1d782fdf9df0,55,With Spouse,Toronto,43.65053328,-79.42693887,fulltime,37086.35
dfd85689-1719-423c-9e89-0687baec8e96,34,With Spouse,Toronto,43.6668979,-79.46427713,fulltime,49976
9d316067-3467-4aae-a401-5df6e33478bd,60,With Spouse,Toronto,43.64468283,-79.40679826,parttime,30024.2
cd4f3e07-5996-41ce-be95-b1bba1ce3ebe,39,With Spouse,Toronto,43.66084218,-79.34220084,unemployed,0
21356aa7-f3b7-4e9f-ba89-a7c5b8487b18,19,With Parent,North York,43.73920215,-79.51814342,unemployed,0
9314d2a1-ceb4-4460-aa61-097b8d5e8304,19,With Parent,Etobicoke,43.63056923,-79.49743382,unemployed,0
3b5c0e86-a92f-411c-9373-560b2a990a99,36,With Spouse,Toronto,43.71432238,-79.40731565,fulltime,46645
22005232-c310-413e-9a79-f9662c7429c6,54,With Spouse,Scarborough,43.69293895,-79.27798358,fulltime,67319.85
157ad9ca-bb68-416a-a7d7-6dd9b331a2f3,52,With Spouse,Toronto,43.64186712,-79.41435689,fulltime,60487.7
0b5321cc-c815-4fb4-ae6b-8ced8fd5a2a2,25,With Parent,Toronto,43.673863,-79.40249726,parttime,6415.53
caacb4f7-f394-4283-9441-86b554825e27,51,With Spouse,Toronto,43.66812738,-79.45950833,fulltime,38366.3
2eb22130-343a-4579-8a44-8b15d3be737b,35,With Spouse,Scarborough,43.78297722,-79.1375617,fulltime,51765
e85901a1-f827-4f92-aa48-c99977f27d4a,53,With Spouse,Toronto,43.64468283,-79.40679826,fulltime,38482.45
e538ad74-266b-4849-a19f-ee9698671175,61,With Spouse,Toronto,43.64916379,-79.43241883,parttime,30292.15
1d58e6c2-4f5f-42ef-b82d-77c856b055da,37,With Spouse,Toronto,43.64144225,-79.47244495,parttime,17636
097e684b-f438-43f9-b44b-76b9da71eca6,52,With Spouse,North York,43.75089996,-79.51696443,unemployed,0
c1a2ccbb-81e1-4456-92a6-5e6be4335555,54,With Spouse,Toronto,43.64683295,-79.37521636,parttime,31633.05
78ef0e9c-70ba-44e4-9dd0-02a2cc16258a,22,With Spouse,North York,43.74991165,-79.55865054,parttime,9717.51
6f8edc8b-8678-497d-a933-97b32f556498,56,With Spouse,Scarborough,43.78825831,-79.15502969,fulltime,97041.6
098af7bf-9d81-4a8e-83db-35adff8ad089,35,With Spouse,Toronto,43.64718052,-79.43742086,fulltime,34611
1c6f1bb5-6d01-4cac-8101-5806371ef0dc,55,With Spouse,Toronto,43.70129101,-79.38025185,fulltime,62263.3
efa62f83-fa40-4978-aefe-2a1f4d9fc6bd,53,With Spouse,North York,43.73782478,-79.48634279,fulltime,39141.4
e5b2c6cd-24ba-421d-b778-10d72633951a,24,With Parent,Scarborough,43.75063633,-79.26384288,parttime,6512.55
b59de6e4-eeb2-4334-99de-9d85a83b2c29,35,With Spouse,Toronto,43.71437178,-79.39045742,fulltime,56924
cec8463f-95aa-4ea1-abe2-dec2aa4ca614,51,With Spouse,Scarborough,43.8181097,-79.28574812,fulltime,36331.95
678731b7-4904-4d6e-bf1e-ebfc06fb8e2b,36,With Spouse,Etobicoke,43.75443623,-79.58710431,fulltime,20743
45b41eef-1d6b-4712-9393-a75e387d05a8,30,With Spouse,Toronto,43.71437178,-79.39045742,fulltime,20284.44
f62dea89-7e8c-44c9-8a6f-4fa8f4913296,55,With Spouse,Toronto,43.68627265,-79.41016261,fulltime,68129.45
baa24c8d-53c8-491a-a195-f69bb11e0a6f,55,With Spouse,Etobicoke,43.75580508,-79.5954833,fulltime,60120.85
72739445-fc91-45c9-9385-654469877fa4,55,With Spouse,Etobicoke,43.64497453,-79.52858579,unemployed,0
dd10e4f9-f32b-466c-b55d-9b42b848da5b,36,With Spouse,York,43.67843362,-79.48189259,fulltime,35276
3e4a5793-301f-406f-9562-f4d4d6521581,50,With Spouse,Scarborough,43.69513801,-79.28547955,parttime,18503.1
fba0a973-f526-4d5e-b8d8-f30362104d51,34,With Spouse,Scarborough,43.76039174,-79.18084349,fulltime,46980
e6f90299-e151-49c7-8354-991afa271bae,54,With Spouse,Etobicoke,43.64598519,-79.54748322,fulltime,38269.7
c85ce287-6351-4d2f-a8dc-00ce565721d3,37,With Parent,North York,43.73853226,-79.49750597,fulltime,22324
76d0ff2d-8b41-4798-b501-8db4d2728d8c,35,With Spouse,Etobicoke,43.74186058,-79.57823982,fulltime,36914
78b583fd-3fcb-490d-a2b2-602aa2f20f80,54,With Spouse,Scarborough,43.79021644,-79.25221198,parttime,33371.85
d9b3496c-1533-4bdf-9934-3a60213bae6b,56,With Spouse,North York,43.76241633,-79.41282243,fulltime,44584.35
dd1ff105-db6e-42c2-82a4-6c1cbcd68969,52,With Spouse,Toronto,43.66907806,-79.37172106,parttime,14018.5
4f499e35-e225-4ddc-815d-e91e178fcfcf,36,With Spouse,Etobicoke,43.6276268,-79.5028151,fulltime,61659
bb55311d-312f-41bd-8aa4-620ff2353c9c,52,With Spouse,York,43.65541515,-79.49243865,fulltime,189150.85
b2b56c6b-e372-45b2-b3c4-8f449d85244d,55,With Spouse,Scarborough,43.7798838,-79.22226052,parttime,16678.45
a8bdaae7-c5af-40a1-9bea-ef90131d677e,52,With Spouse,Scarborough,43.68546521,-79.27685334,fulltime,77929.75
85e0a71a-eb17-402b-aac2-2667f1fbd276,52,With Spouse,North York,43.72228135,-79.30334869,unemployed,0
958efde2-884e-4214-88a7-df614cb54f9d,36,With Spouse,North York,43.74418426,-79.41625386,fulltime,110257
a7000fea-383d-4953-8d16-90c787b21d0d,56,With Spouse,Scarborough,43.83124708,-79.25446235,parttime,34298.75
7dcc2bc2-4f9f-4166-b5a4-394652b80378,52,With Spouse,Toronto,43.69519829,-79.39792783,parttime,20102
f9972cae-00d3-43a3-979c-dd1d410c728f,56,With Spouse,Etobicoke,43.63660138,-79.5180968,fulltime,54622.7
7969094d-f2ae-4e9d-a571-5b446cebb5c8,35,With Parent,North York,43.76573844,-79.51095348,parttime,15947
5a676a3a-16fa-4641-a2b5-3268d4d70e03,56,With Spouse,Toronto,43.64916379,-79.43241883,parttime,31122.45
e120088b-e4c1-4bff-9cd9-e67ca24ed8b8,19,With Parent,Scarborough,43.78472437,-79.14766482,unemployed,0
ab0a215a-9200-4dd4-89cf-94fc3da88a39,55,With Spouse,North York,43.71598981,-79.43484539,unemployed,0
dee4cdd8-8054-4609-b0cf-7306008450d8,53,With Spouse,Toronto,43.69982783,-79.43438582,unemployed,0
ef4d8374-daaf-4bad-ac85-5a2d8ba255ce,55,With Spouse,North York,43.74294062,-79.50096109,parttime,23573.85
09d58252-282f-4c03-842a-b671998b44ff,52,With Spouse,North York,43.72869232,-79.42323873,fulltime,101765.8
b29ceecf-4c12-43d5-b075-686cdb6adecf,56,With Spouse,Toronto,43.64078223,-79.45097893,parttime,34938.15
52ddc57e-cd45-4016-a4e2-31190206ed99,24,With Parent,Toronto,43.69519829,-79.39792783,parttime,5785.89
e1f5ea8c-b5aa-4c91-8d99-f1385040baca,17,With Parent,Toronto,43.67804442,-79.44630149,unemployed,0
72d3f529-08d7-45c2-bb0c-bf55d82ceba3,53,With Spouse,Toronto,43.68168833,-79.39169348,fulltime,49918.05
77834029-6687-4e09-ad3c-eb853d8a9759,56,With Spouse,Toronto,43.64739099,-79.39393318,fulltime,67217.5
3237182d-6d66-4b3c-8f4e-a4c82918377f,52,With Spouse,Etobicoke,43.65586511,-79.54533021,parttime,32792.25
2df9872b-ab2c-4fbd-83c0-3c8ceb972042,58,With Spouse,Toronto,43.66676006,-79.47681165,fulltime,39841.75
3bc24491-6b5c-4f59-8dee-d6a3b56c09c5,53,With Spouse,York,43.65541515,-79.49243865,unemployed,0
34426d07-e2d0-4dd9-b2ea-6bbfd6c85d61,27,With Parent,York,43.68613128,-79.46670558,parttime,9149.58
52c6217b-c0ca-4396-a963-3c18c286c139,37,With Spouse,Toronto,43.6956302,-79.40044607,fulltime,68949
642081ab-2fac-4bdc-bdfb-f996fd0fb376,38,With Parent,Etobicoke,43.6254476,-79.51247239,fulltime,50389
4134ff68-f97f-480a-a070-e9ee361f28e9,56,With Spouse,Scarborough,43.73921947,-79.24819573,parttime,33951.45
a440ecc9-1db8-474f-a1ff-257c4e1b28e4,56,With Spouse,East York,43.68790629,-79.35756747,parttime,27585.05
2d7100d9-1244-4ede-83bf-46142871f5c5,56,With Spouse,North York,43.77850286,-79.3266222,fulltime,40942.3
c30d5764-aeb7-4b48-836b-ecbbbab82151,53,With Spouse,Scarborough,43.73747601,-79.30495833,fulltime,35086.5
a852a305-8f99-4574-a88b-162874f884ce,29,With Parent,Scarborough,43.7798838,-79.22226052,parttime,5234.13
2466161a-11bd-41c3-b389-6c9841118de6,35,With Spouse,Toronto,43.68816703,-79.41412651,fulltime,93386
50faa548-acfa-45c0-8418-5cd73d55e9f1,55,With Spouse,North York,43.79162049,-79.33969411,fulltime,40661.7
b72cb86d-24aa-41bf-ad07-f915ef1cab2b,20,With Parent,North York,43.72042633,-79.53609977,parttime,9038.7
2d8780d0-7c55-4d5b-95b9-3643fecbbff3,53,With Spouse,North York,43.74627195,-79.38665426,fulltime,142665.55
9dc3c48b-f520-4259-af3a-552b21e8fbef,39,With Spouse,East York,43.68826024,-79.31287249,fulltime,48462
a2d2ba9d-3fd9-4a3c-b082-739bd4eafe94,31,With Parent,Scarborough,43.77287169,-79.14542244,fulltime,30984.36
fd900005-7363-4d75-ac48-bf459014e496,54,With Spouse,North York,43.74420167,-79.34921721,fulltime,51224.45
e9604038-a051-4c05-be11-dc74eca331c6,49,With Spouse,Scarborough,43.72963106,-79.2767124,parttime,31802.1
b1eed561-ee93-401d-97c8-5465f179753b,23,With Parent,Toronto,43.67401845,-79.3778038,unemployed,0
24d77a09-3382-4337-887d-73e1cad5e773,18,With Parent,North York,43.74519919,-79.36223919,unemployed,0
4a0e5f8f-5043-497e-aac0-12e880665728,54,With Spouse,North York,43.79872536,-79.39825791,parttime,32512.8
1ac28165-9b2d-4180-aec7-6fe0a3ba7a2d,55,With Spouse,York,43.68599798,-79.47357579,parttime,19909.95
2ab67b29-04c7-4626-bc4b-ef3f6f2e6023,36,With Spouse,Toronto,43.68397072,-79.32996028,fulltime,56527
0dbf4c30-63f4-41bd-a4d7-10af9375b50e,43,With Spouse,Toronto,43.67785539,-79.38860795,fulltime,54285
6a56a820-4aba-48fb-aaad-77401856e40f,39,With Spouse,North York,43.77145261,-79.44198878,fulltime,94996
819c41a2-db4c-4d38-9228-0b7f1d547a2e,49,With Spouse,Toronto,43.66875802,-79.44504419,parttime,27742
307bc6c8-a44e-494e-b5ca-ed3cd37e5e73,50,With Spouse,North York,43.80131679,-79.39228963,fulltime,56691.8
2c495e22-3691-47f8-9499-9b6aea357754,51,With Spouse,Toronto,43.68263084,-79.30523683,fulltime,73313.65
3b1ebf32-79f2-4a86-8d45-04325df4f90e,38,With Spouse,Toronto,43.64180667,-79.47706937,fulltime,38296
18abf03b-4ef0-4ff4-b328-6d716d930fd7,56,With Spouse,Scarborough,43.73530542,-79.21998529,parttime,19812.2
0662b9a5-0b69-4048-bcf7-cdad22f66ee4,51,With Spouse,York,43.69009404,-79.47220995,parttime,20768
8fcf30c3-2f67-4ebd-ab49-8e96e7207ca2,18,With Parent,Toronto,43.64820845,-79.43780871,unemployed,0
48985e3a-96eb-48f9-aa18-4eb41b5f3e62,35,With Spouse,Etobicoke,43.68291751,-79.51663592,fulltime,46002
a88dc5fb-418a-4c57-9b95-772e4ab923dc,45,With Spouse,East York,43.70266863,-79.30139531,parttime,32018.8
8c3cd913-09c8-4333-b828-a2958f8dedcd,43,With Spouse,North York,43.76510374,-79.49089839,fulltime,60355.9
607dc633-a028-4fc8-a63b-9d49c6f34aed,55,With Spouse,Toronto,43.66956979,-79.37520856,parttime,17230.45
4c5eff07-b926-4bee-898c-d6877d5feac8,36,With Spouse,Toronto,43.66439694,-79.32065058,fulltime,44803
69426278-eb3d-4cf1-85a6-d1021a8adff3,26,With Parent,Toronto,43.6921805,-79.41662347,parttime,15723.84
91cb601e-2a1e-4a0d-bf6e-62ad9189a94c,42,With Spouse,Toronto,43.73325801,-79.40399976,fulltime,104083.1
11a8c676-047d-47b3-9701-704a1e04c857,40,With Spouse,Scarborough,43.78416595,-79.18267739,fulltime,31266
16cb5764-d493-4cf8-a2de-825d342ae60b,37,With Spouse,Etobicoke,43.66099619,-79.58318016,fulltime,38907
6525c60a-6300-4169-a0f4-e8c0bf413a5f,40,With Spouse,North York,43.7667291,-79.32513742,fulltime,29963
62ba028d-0c4f-4f1a-9da3-fd61fb858f2e,45,With Spouse,Toronto,43.68159968,-79.30146143,parttime,24308.9
78bdf160-80e6-4391-9d41-88aca66fa94f,21,With Parent,Toronto,43.64358231,-79.42776688,parttime,10385.1
b2132fac-05ac-44bb-9ecc-6aa1a2110d86,39,With Spouse,Toronto,43.66087779,-79.39682037,fulltime,26519
76152dbc-32ad-442f-a496-c54cb3d82f30,51,With Spouse,Scarborough,43.70534242,-79.25423112,fulltime,45667.65
642052e9-c923-4b77-8a58-caac9d48d47d,39,With Spouse,North York,43.78697383,-79.35194067,fulltime,20723
2ab1e600-63d1-469e-8eea-7d686949a558,51,With Spouse,Toronto,43.66087779,-79.39682037,fulltime,36878.6
13abd879-65dc-40b3-becf-ea9c535559e5,39,With Spouse,Etobicoke,43.62563109,-79.49164806,fulltime,62358
db2d8b9a-df15-4a15-b1bb-a6697151d562,61,With Spouse,Etobicoke,43.73388278,-79.59710057,unemployed,0
e926e94f-1f8e-4d8a-9fd7-a82b95861f77,57,With Spouse,Toronto,43.70992738,-79.39390214,fulltime,49187.8
66f31a70-b9cb-4966-a33b-422fabd856dd,53,With Spouse,Scarborough,43.77015045,-79.31199197,fulltime,36051.35
e4df4a55-9b2b-4699-8f01-e3ad5ce07b79,40,With Spouse,East York,43.6941687,-79.32519698,unemployed,0
5dd3a8cf-cc7f-4e4d-ab06-016985e0464f,45,With Spouse,Etobicoke,43.6395186,-79.50396457,fulltime,73510.8
5758752a-8fa3-47a6-b745-39fe7d2dd2e6,19,With Parent,North York,43.7402303,-79.42255459,unemployed,0
6dfd2c5b-8a11-4bfb-a5e6-72550f539c8a,52,With Spouse,North York,43.72784499,-79.31216542,fulltime,40228.15
b8966fb7-7334-42cf-9c50-f3276a9ac50a,56,With Spouse,Toronto,43.63451734,-79.4288825,fulltime,54644.55
e8b50234-3876-4553-bd88-cd8066842019,27,With Parent,Etobicoke,43.61159559,-79.53851188,parttime,10494.99
88bda8f7-36e5-4996-8865-ddc43245fad6,38,With Spouse,Etobicoke,43.66078302,-79.5870888,fulltime,52242
df6afa88-bfe5-4a75-8273-270e96b547f1,40,With Spouse,Toronto,43.67785539,-79.38860795,fulltime,60696
d0823c41-5eed-4c45-8d66-81435be3e8f1,53,With Spouse,North York,43.75682003,-79.35948489,fulltime,72954.85
293359a1-115c-4054-9e65-12127adbdd85,35,With Spouse,Toronto,43.64344974,-79.3986184,fulltime,65050
f23b8562-5436-40bf-aa37-42d6187730c2,55,With Spouse,Scarborough,43.81976183,-79.27594671,parttime,14797.05
c02d24a1-6c21-4225-98df-65d2d74ff48c,52,With Spouse,North York,43.72253043,-79.53571143,fulltime,50345.85
1e972aca-84ce-4354-be32-eb7574a7258c,33,With Parent,York,43.68511992,-79.44842159,fulltime,25490
e17f3187-069c-4d33-9eff-a206044e13dc,36,With Spouse,York,43.69789924,-79.43860579,unemployed,0
c9d6cc06-2793-47bd-88bd-58a8b5619da8,31,With Parent,Toronto,43.71105585,-79.38070828,parttime,6708.57
0c5afbc7-8289-4213-8640-9f13353bda82,33,With Parent,Toronto,43.70084495,-79.42154048,fulltime,63061
81fd5d6d-44f9-42cd-adc9-0da93cef2147,38,With Spouse,Toronto,43.70544805,-79.42763398,fulltime,66867
a5c0c712-f64f-4f21-ae8f-5ddf25e39397,26,With Parent,Scarborough,43.79223398,-79.3165886,parttime,6233.7
eda2955d-0250-4e34-bfdf-116cf96ba452,37,With Spouse,Etobicoke,43.65586364,-79.57060392,fulltime,90913
b1f3f5d0-80bb-434b-98b4-f3f7a8f8696e,55,With Spouse,York,43.67237795,-79.49610972,fulltime,46911.95
6df7bfc9-36a4-47fd-aee1-e24c5a62578c,57,With Spouse,Toronto,43.69632086,-79.3941236,fulltime,47368.5
a7f6e97d-9048-497e-9fd7-dd06f1fddbc6,40,With Spouse,Etobicoke,43.6211556,-79.52154475,fulltime,54022
9f11fcf0-928d-4022-9dcc-48700bfe327f,18,With Parent,East York,43.6941687,-79.32519698,unemployed,0
f3356d80-2475-4827-a268-84e2ac0c6426,55,With Spouse,Toronto,43.68064827,-79.41806192,fulltime,116028.1
27fc8c4a-61f3-4152-8e1b-e5b515c7955f,36,With Spouse,Toronto,43.64110026,-79.44123757,fulltime,22410
67c8dfba-ce13-4ac2-8c3b-2038f38669bc,57,With Spouse,Etobicoke,43.61046276,-79.54498309,fulltime,35255.55
5b23f0f8-4854-4f0f-8821-cd7fcac0fd26,65,With Spouse,Toronto,43.673863,-79.40249726,unemployed,0
b3105286-e977-442d-a17f-b82ea39867cb,35,With Spouse,Scarborough,43.72010875,-79.25534542,fulltime,42800
c3cd327f-84a6-4f76-8ee1-c08b073fb3cf,19,With Parent,Scarborough,43.81172945,-79.28442335,unemployed,0
ea4a22dd-f603-4105-8a38-3c2b0780a384,55,With Spouse,North York,43.74627195,-79.38665426,fulltime,115234.6
4e230aba-a505-4968-bd2b-daadedf667d5,48,With Spouse,Scarborough,43.78435987,-79.17967131,fulltime,60148
cf37fdc1-6bd1-4a91-b711-b3a1be1f7256,33,With Spouse,Etobicoke,43.61672444,-79.48870634,fulltime,122458
84d8686f-bb90-4f0c-a6ce-22cd5d09aad8,55,With Spouse,North York,43.7342924,-79.42110931,fulltime,59925.35
3df4d9cf-feb0-414d-ae34-8e1a8b23e5ed,38,With Spouse,Toronto,43.68263508,-79.30138475,fulltime,58852
aa3a8158-1f9b-4a2e-8ed3-ff35350f0ad6,54,With Spouse,Toronto,43.67387851,-79.29917627,fulltime,71258.6
34caa3ad-1950-4e13-aee1-2f6b579614e3,18,With Parent,Scarborough,43.75747546,-79.30515027,unemployed,0
acc389e2-2f97-463c-a7be-2688769672f1,65,With Spouse,North York,43.7584754,-79.4124186,fulltime,40116.6
f15a746a-3d77-4aac-94f2-be21843eb4b6,39,With Spouse,Toronto,43.64941226,-79.37087997,fulltime,42612
59b342f8-c8ce-487d-9e9f-3e9375a600a2,53,With Spouse,Scarborough,43.81530263,-79.26478461,parttime,29541.2
3ca1cf64-38bb-4acf-9e6b-b7741fbcda71,38,With Spouse,Scarborough,43.80877418,-79.20683237,fulltime,34451
68aa8224-5f41-42ba-975e-240c942e2269,52,With Spouse,York,43.67237795,-79.49610972,fulltime,37004.7
5f0c1c84-650a-44cc-9bd6-b80666488d3a,16,With Parent,Toronto,43.70794269,-79.39786072,unemployed,0
debd478a-5329-43b0-a230-96facbf6367c,15,With Parent,North York,43.76510374,-79.49089839,unemployed,0
d72f3be6-da02-414b-9222-d36e2295b45c,47,With Spouse,Scarborough,43.73375511,-79.30579366,parttime,29011.4
625d1c97-1f47-467b-a02f-7420d07d4f79,52,With Spouse,Toronto,43.64193305,-79.39147191,fulltime,57082.55
0b9f7fef-ae57-4fad-ab1f-a1a753558a46,49,With Spouse,Toronto,43.64358231,-79.42776688,fulltime,41974.9
cc48f015-8ee9-4e59-b055-d2d2ce55b727,32,With Parent,North York,43.72860876,-79.32617491,parttime,8062.23
